name,country,source,website,email,phone,address,industry,sub_industry,contact_person,contact_title,products_services,tender_categories,source_url,notes
Monna Construction Limited,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9425877,won: Emergency Works Hurricane Melissa Reopening of Roads -Montego Bay- Great River; value: 7453539.36 Currency: JMD; date: 05/05/2026 17:47:15; agency: National Works Agency
J and L Equipment and Construction Services Limited,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9140129,"won: Road Rehabilitation Works: Tamarind Farm to Naggo Head (Dunbeholden Road), St. Catherine; value: 27499716.00 Currency: JMD; date: 05/05/2026 17:41:31; agency: National Works Agency"
SOUTHLAND CONSTRUCTION LIMITED,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8611899,"won: Emergency Procurement - Patching - Highgate Hall to Stettin, Wirefence to Warsop, Jackson Town to Ulster Spring, Albert Town to Troy, Trelawny (Post Hurricane Melissa); value: 62000000.00 Currency: JMD; date: 05/05/2026 17:23:35; agency: National Works Agency"
Stone Plus Limited,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8424641,"won: Emergency Procurement - Patching - Mannings Hill Rd, Washington Blvd, Slipe Rd, Molynes Rd, Red Hills Rd, et al, Kingston (Post Hurricane Melissa); value: 100000000.00 Currency: JMD; date: 05/05/2026 17:20:07; agency: National Works Agency"
Maxwell Construction Company Limited,Jamaica,GOJEP Awards,,,,,W0100-General Road Works,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8761813,won: Rehabilitation of Billy's Bay to Fort Charles Road; value: 32219000.00 Currency: JMD; date: 05/05/2026 17:06:22; agency: St. Elizabeth Municipal Corporation
Dwight's Construction limited,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8604587,"won: Emergency Procurement - White River to Martins, Highgate to Guys Hill, Guys Hill to Gayle to Rio Nuevo(Post HurricaneMelissa); value: 40859515.00 Currency: JMD; date: 05/05/2026 17:05:03; agency: National Works Agency"
Denron Engineering Services Limited,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9424421,"won: Re: Hurricane Melissa- Award of Works at Sydney Pagon STEM Academy, Faire, St. Elizabeth, Jamaica (Ref. No.: GOJ/NET/EMER/87-2025/2026); value: 654929435.83 Currency: JMD; date: 05/05/2026 16:59:34; agency: National Education Trust"
N.F. Barnes Construction and Equipment Company Limited,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9423935,"won: Emergency Procurement – Hurricane Melissa Renovation and Repairs Works at Browns Town Primary School, St. Ann CONTRACT No: GOJ/NET/EMER/12-2025-2026; value: 50869200.00 Currency: JMD; date: 05/05/2026 16:36:19; agency: National Education Trust"
IPRINT GROUP OF COMPANIES LIMITED,Jamaica,GOJEP Awards,,,,,W0300-Signage,,,,,it,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=6734841,won: Provision of a Digital Sign Board for Staff Notification; value: 8118114.50 Currency: JMD; date: 05/05/2026 15:59:23; agency: Petrojam Limited
J AND H CONSTRUCTION SOLUTIONS LIMITED,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9422672,won: Emergency Works Hurricane Melissa Reopening of Roads - Fort Charles Rd St Elizabeth; value: 7772556.24 Currency: JMD; date: 05/05/2026 15:57:59; agency: National Works Agency
Marlon Turner T/A Marlon Turner Construction,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9422439,"won: Re: Hurricane Melissa- Letter of Award for Works at Watford Hill Primary and Infant School, Hanover, Jamaica Ref. No.: GOJ/NET/EMER/184-2025/2026; value: 58285800.00 Currency: JMD; date: 05/05/2026 15:55:22; agency: National Education Trust"
SOUTHERN CONTRACTING COMPANY LIMITED,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9420963,"won: Letter of Award - Emergency Procurement – Hurricane Melissa: Renovation and Repair Works at Fyffes Pen Primary and Infant, Fyffes Pen District, Giddy Hall, St. Elizabeth, Jamaica Ref. No.: GOJ/NET/EMER/169-2025/2026; value: 304767100.00 Currency: JMD; date: 05/05/2026 15:31:07; agency: National Education Trust"
Sylvester Stewart T/A Sylvester Stewart's Enterprises,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9417051,"won: Re: Hurricane Melissa- Letter of Award for Works at Brae’s River Primary, Two Mile Wood, St. Elizabeth, Jamaica (Ref. No.: GOJ/NET/EMER/114-2025/2026); value: 55300000.00 Currency: JMD; date: 05/05/2026 14:02:55; agency: National Education Trust"
J NIEL CONSTRUCTION LTD,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9420490,"won: Emergency Hurricane melissa Rehabilitation at the Sheffield Primary School; value: 23784000.00 Currency: JMD; date: 04/05/2026 23:57:39; agency: Ministry of Education, Youth and Information"
Marken Construction Company Limited,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9420406,"won: Emergency Hurricane Melissa Rehabilitation at the New Roads Primary and Infant School; value: 23988400.00 Currency: JMD; date: 04/05/2026 23:46:20; agency: Ministry of Education, Youth and Information"
VICK MCNAUGHTON T/AS VM CONSTRUCTION AND HAULAGE,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9420227,"won: Emergency hurricane Melissa Repairs at Green Pound Primary and Infant School; value: 34177172.00 Currency: JMD; date: 04/05/2026 23:24:02; agency: Ministry of Education, Youth and Information"
Jamcon Development Limited,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8416520,"won: Emergency Procurement - Patching – Lacovia- Black River, Shorthill, Scotts Cove - Black River - Luana, Luana- Tombstone, St. Elizabeth; value: 64676720.00 Currency: JMD; date: 04/05/2026 20:55:46; agency: National Works Agency"
KMP Maintenance Services Limited,Jamaica,GOJEP Awards,,,,,"G0350-Medical, Equipment and Supplies",,,,,supply;healthcare,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=7914441,won: SABH - Medical Air Compressor plus Service Contract; value: 23031115.55 Currency: JMD; date: 04/05/2026 19:44:48; agency: North East Regional Health Authority
D.R. Foote Construction Co. Limited,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9416465,"won: Emergency Hurricane Melissa Repairs at Holly Hill Primary and infant School; value: 58432280.00 Currency: JMD; date: 04/05/2026 18:35:54; agency: Ministry of Education, Youth and Information"
Acre by Acre Developers and property services Ltd,Jamaica,GOJEP Awards,,,,,S0300-General Services,,,,,,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9221514,"won: Region 5 Engagement of QS for Pretender Costand Contract Preparation of Hurricane Mellisa Priority 2 Schools; value: 2200000.00 Currency: JMD; date: 04/05/2026 18:15:52; agency: Ministry of Education, Youth and Information"
HT ROOFING AND CONSTRUCTION LIMITED,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=7614013,"won: Procurement for Proposed Modification of School Plant to Accommodate Infant Department at Tydixon Primary School -St. Catherine; value: 21548488.70 Currency: JMD; date: 04/05/2026 18:03:58; agency: Ministry of Education, Youth and Information"
Cambridge Trading Limited,Jamaica,GOJEP Awards,,,,,W0030-Building Construction,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9416032,"won: Emergency hurricane melissa Repairs at Cacoon Castle Primary in Hanover; value: 24118455.00 Currency: JMD; date: 04/05/2026 18:03:01; agency: Ministry of Education, Youth and Information"
Innovative Core Solutions Limited,Jamaica,GOJEP Awards,,,,,"G0130-Computers, Computer Equipment, Parts and Supplies",,,,,it;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9018611,won: Supply and Delivery of one (1) Unmanned Aerial Vehicle (UAV) Drone; value: 2/ 2; date: 04/05/2026 16:01:00; agency: National Land Agency
Nexgen Office Solutions Limited,Jamaica,GOJEP Awards,,,,,"G0130-Computers, Computer Equipment, Parts and Supplies",,,,,it;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9094101,won: Procurement of Small Printer for Director of Corporate Services 25/26-ICT-0042C; value: 98698.41 Currency: JMD; date: 04/05/2026 15:51:49; agency: Western Regional Health Authority
Info Exchange Limited,Jamaica,GOJEP Awards,,,,,"G0130-Computers, Computer Equipment, Parts and Supplies",,,,,it;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8565063,won: Renewal of Checkpoint’s Cloud Guard SaaS License; value: 2/ 2; date: 04/05/2026 15:33:04; agency: National Land Agency
A-Z Information Jamaica Limited,Jamaica,GOJEP Awards,,,,,S0130-Consulting Services - General,,,,,consulting;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=7331139,won: Procurement of Consulting Services for  Project and Change Management Services ( Electronic Titling Project); value: 2/ 2; date: 04/05/2026 15:31:58; agency: National Land Agency
Saint Jago Farm and Hardware Supplies Limited,Jamaica,GOJEP Awards,,,,,"G0020-Agricultural Tools, Equipment Parts and Supplies",,,,,supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8475598,won: The Procurement of Beekeeping Supplies for the World Bee Day Awards-2024; value: 1083300.00 Currency: JMD; date: 04/05/2026 14:23:29; agency: Ministry of Agriculture Fisheries and Mining
EDWARD PERRIER T/A BLACK ROYALTY CONTRACTING,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9408981,"won: Emergency Works Hurricane Melissa Reopening of Roads-Sport Park-Post Road, St. Catherine; value: 2493431.78 Currency: JMD; date: 01/05/2026 22:39:34; agency: National Works Agency"
AdverBrand Services Company Ltd.,Jamaica,GOJEP Awards,,,,,G0470-Promotional Items,,,,,supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8565715,won: Supply and Delivery of Branded Foldable Outdoor Chairs; value: 3418720.00 Currency: JMD; date: 01/05/2026 20:22:00; agency: National Land Agency
SynCon Technologies Limited,Jamaica,GOJEP Awards,,,,,"G0130-Computers, Computer Equipment, Parts and Supplies",,,,,it;supply;security,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8290276,won: Renewal of Fortinet’s Security Awareness User Subscription; value: 2/ 2; date: 01/05/2026 17:34:57; agency: National Land Agency
Bundah and Sons Construction Limited,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9401272,won: Emergercy Works Hurricane Melissa Reopening of Road Broadgate-Toms River (Castleton-Grandy Hole) St Mary 1; value: 5904279.16 Currency: JMD; date: 01/05/2026 16:02:24; agency: National Works Agency
Vale Ops Limited,Jamaica,GOJEP Awards,,,,,S0130-Consulting Services - General,,,,,consulting;security,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9035896,won: Request for Quotation – Surveillance Consultancy Services; value: 2520000.00 Currency: JMD; date: 01/05/2026 01:13:27; agency: Urban Development Corporation
Rick Williams Trucking Equipment and Construction Ltd.,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9399305,"won: Emergency Works Hurricane Melissa Reopening of Roads- BARTON GINGER RIDGE (Meade, Junction, Bellfield, Bottom Bellfield, Conners Ginger Ridge), St. Catherine; value: 6125613.56 Currency: JMD; date: 30/04/2026 23:15:15; agency: National Works Agency"
Matcon construction systems limited,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9399119,"won: Emergency Works Hurricane Melissa Reopening of Roads - Natural Bridge-Pear Tree Grove (Riversdale, Hampshire), St catherine; value: 1823945.13 Currency: JMD; date: 30/04/2026 22:55:47; agency: National Works Agency"
TYRES R US LIMITED,Jamaica,GOJEP Awards,,,,,G0390-Motor Vehicle Spares and Accessories,,,,,supply;logistics,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9292448,won: Procurement of Tyres; value: 171599.96 Currency: JMD; date: 30/04/2026 21:36:49; agency: Western Regional Health Authority
THLC Company Ltd,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9397419,"won: Emergency Works Hurricane Melissa Reopening of Roads - Sign -Virgin Valley, St. James; value: 6995576.22 Currency: JMD; date: 30/04/2026 21:04:20; agency: National Works Agency"
Davion Clayton,Jamaica,GOJEP Awards,,,,,S0630-Transportation and Haulage - Garbage Collection and Disposal,,,,,cleaning,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9282369,won: Provision of Waste Removal Services 26/27-AL-096; value: 1687500.00 Currency: JMD; date: 30/04/2026 19:56:02; agency: Western Regional Health Authority
Ameren Global Trading Limited,Jamaica,GOJEP Awards,,,,,"G0130-Computers, Computer Equipment, Parts and Supplies",,,,,it;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8849143,won: Purchase of Desktop Computers and Multipurpose Printers for Additional CAP Sites in St. Elizabeth; value: 2/ 2; date: 30/04/2026 18:57:48; agency: Universal Service Fund
ULTRA MAINTENANCE SERVICES LIMITED,Jamaica,GOJEP Awards,,,,,S0110-Cesspool Services,,,,,supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8819937,"won: Supply of labour, Materials and Tools for the Flushing of Sewage lines at the Central Sorting Office.; value: 542800.00 Currency: JMD; date: 30/04/2026 17:49:00; agency: Post and Telecommunications Department"
Jemar Printery Limited,Jamaica,GOJEP Awards,,,,,S0370-Lithographic and Printing Services,,,,,,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9052116,won: Provision of Printed Stationery; value: 1019590.00 Currency: JMD; date: 30/04/2026 17:43:46; agency: Post and Telecommunications Department
Copiers And Consumables Limited,Jamaica,GOJEP Awards,,,,,"G0130-Computers, Computer Equipment, Parts and Supplies",,,,,it;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9047327,won: Provision of Kyocera Toners; value: 2/ 2; date: 30/04/2026 17:39:29; agency: Post and Telecommunications Department
ECONO OFFICE AND SCHOOL SUPPLIES LIMITED,Jamaica,GOJEP Awards,,,,,G0540-Stationery Supplies,,,,,,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9054758,won: Provision of Stationery Items; value: 4501818.46 Currency: JMD; date: 30/04/2026 17:35:36; agency: Post and Telecommunications Department
Facey Commodity Company Limited,Jamaica,GOJEP Awards,,,,,"G0350-Medical, Equipment and Supplies",,,,,supply;healthcare,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8778802,won: To Supply and Deliver Cataract Packs; value: 678004.50 Currency: JMD; date: 30/04/2026 17:23:37; agency: Bustamante Hospital for Children
JAMAICA WELLS AND SERVICES LIMITED,Jamaica,GOJEP Awards,,,,,W0060-Drilling,,,,,,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9392089,won: Emergency Rehabilitation of the Low Ground #3 well in Clarendon; value: 3386104.50 Currency: JMD; date: 30/04/2026 16:52:24; agency: National Water Commission
Fujitsu Caribbean (Jamaica) Limited,Jamaica,GOJEP Awards,,,,,"G0130-Computers, Computer Equipment, Parts and Supplies",,,,,it;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=7842737,won: Procurement of Check Point Firewall Devices for Revenue Protection Division (RPD) and Revenue Appeals Division (RAD); value: 2/ 2; date: 30/04/2026 16:40:45; agency: Ministry of Finance and the Public Service
Juan Carlos Quevedo Lusson,Jamaica,GOJEP Awards,,,,,S0130-Consulting Services - General,,,,,consulting,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9069497,"won: Request for Proposal for Consultancy Services - Programmer/Analyst; value: 6300000.00 Currency: JMD; date: 30/04/2026 16:40:34; agency: Betting, Gaming and Lotteries Commission"
SURGIMOON LIMITED,Jamaica,GOJEP Awards,,,,,"G0350-Medical, Equipment and Supplies",,,,,supply;healthcare,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8579880,won: Supply and Deliver O Scope Drape Integrated; value: 990000.00 Currency: JMD; date: 30/04/2026 16:39:42; agency: University Hospital of the West Indies
Geecho Consultants and Construction Ltd,Jamaica,GOJEP Awards,,,,,W0220-Pipe Laying,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9391050,"won: Emergency Wasteater Pipe relocation work to lay 128 meters of 400mm Diameter PVC Sewer Pipe between Catherine's Lane to River Bay Road, St. James; value: 2/ 2; date: 30/04/2026 16:18:58; agency: National Water Commission"
SALMON BAKERY LIMITED,Jamaica,GOJEP Awards,,,,,G0190-Food and Grocery Items,,,,,supply;food,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9242577,won: Procurement of Bread Order 26/27-AL-105; value: 2021760.00 Currency: JMD; date: 30/04/2026 16:08:19; agency: Western Regional Health Authority
BRITALEX CONSTRUCTION COMPANY LIMITED,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8419668,"won: Emergency Procurement - Summerfield to Thompson Town, Cave Valley to Trout, Clarendon; value: 32214720.00 Currency: JMD; date: 30/04/2026 15:39:03; agency: National Works Agency"
GROWTH TECH ADVANCED PROJECTS LIMITED,Jamaica,GOJEP Awards,,,,,S0320-Information Technology Services,,,,,it,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9127332,won: Provision of Site Maintenance Services for the Public Wi-Fi; value: 40410000.00 Currency: JMD; date: 30/04/2026 15:17:46; agency: Universal Service Fund
Jamaica MVP Imports Limited,Jamaica,GOJEP Awards,,,,,"G0090-Building and Construction Extrusions, Aluminium Windows, Doors and Hurricane Shutters",,,,,construction;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8996087,won: Re-Tender Emergency Procurement for the Purchase of PREFAB Housing For The St. Elizabeth Municipal Corporation; value: 11000000.00 Currency: JMD; date: 30/04/2026 15:09:07; agency: St. Elizabeth Municipal Corporation
WAYNE'S DISCOUNT CENTRE COMPANY LIMITED,Jamaica,GOJEP Awards,,,,,G0190-Food and Grocery Items,,,,,supply;food,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8469751,won: Procurement for the Supply and Delivery of Tea Supplies; value: 985228.09 Currency: JMD; date: 30/04/2026 14:31:43; agency: Ministry of National Security
Nations Choice Limited,Jamaica,GOJEP Awards,,,,,G0190-Food and Grocery Items,,,,,supply;food,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9249626,won: Procurement of Meat Supplies- May 2026 26/27-AL-104; value: 856671.40 Currency: JMD; date: 29/04/2026 23:19:10; agency: Western Regional Health Authority
Horace Holdings Stationery and School Supplies Limited,Jamaica,GOJEP Awards,,,,,G0540-Stationery Supplies,,,,,supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9034177,won: Procurement of Printed Envelopes 26/27-AL-029; value: 442980.00 Currency: JMD; date: 29/04/2026 22:35:40; agency: Western Regional Health Authority
Medical Disposables and Supplies Ltd,Jamaica,GOJEP Awards,,,,,"G0350-Medical, Equipment and Supplies",,,,,supply;healthcare,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9064040,won: Procurement of Amniotic Hook and Yankauer Suction 26/27-AL-024B; value: 110400.00 Currency: JMD; date: 29/04/2026 22:23:20; agency: Western Regional Health Authority
CHILL WIND SUPPLIES,Jamaica,GOJEP Awards,,,,,S0250-Equipment Maintenance: Other,,,,,supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9110154,won: Provision of Servicing for Trauma 1 Air Conditioning Units 26/27-AL-042; value: 333450.00 Currency: JMD; date: 29/04/2026 22:11:14; agency: Western Regional Health Authority
J Squared Stationery and Office Supplies Limited,Jamaica,GOJEP Awards,,,,,G0540-Stationery Supplies,,,,,supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9033599,won: Procurement of Continuous Part One Paper 26/27-AL-026B; value: 683100.00 Currency: JMD; date: 29/04/2026 22:07:47; agency: Western Regional Health Authority
Mar-Osh Innovative Construction Company Limited,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9382875,"won: Emergency Works Hurricane Melissa Reopening of Roads - Bog - New Works - Darliston, Westmoreland; value: 3304677.44 Currency: JMD; date: 29/04/2026 18:23:14; agency: National Works Agency"
Lewis and Company Enterprise Incorporated,Jamaica,GOJEP Awards,,,,,G0210-General Supplies,,,,,,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8083913,won: Impellers for P-38A Pump; value: 79347.88 Currency: USD; date: 29/04/2026 18:00:30; agency: Petrojam Limited
D and D Asphalting and Paving Co. Ltd.,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9381512,"won: Emergency Works Hurricane Melissa Reopening of Roads - Albany - Mooreland Hill and  Dunbars' River - Torrington, Westmoreland; value: 4601720.20 Currency: JMD; date: 29/04/2026 17:16:19; agency: National Works Agency"
SINGHS PROPERTY COMPANY LTD,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9379714,won: Emergency Works Hurricane Melissa Reopening of Roads Black River to Scotts Cove St Elizabeth; value: 7290345.44 Currency: JMD; date: 29/04/2026 15:53:05; agency: National Works Agency
LP AZAR LIMITED,Jamaica,GOJEP Awards,,,,,G0330-Manufacture and Supply of Textile and Garment Products,,,,,supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8721527,won: SUPPLY AND DELIVERY OF NLA SHIRTS; value: 3341077.75 Currency: JMD; date: 29/04/2026 15:19:03; agency: National Land Agency
Digital Change IQtek Limited,Jamaica,GOJEP Awards,,,,,S0320-Information Technology Services,,,,,it;supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8737268,won: Procurement of Six (6) Wireless Access Points; value: 865635.57 Currency: JMD; date: 29/04/2026 15:17:14; agency: National Land Agency
Millers Electric and Construction Company Limited,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9374829,"won: Emergency Work Hurricane Melissa Reopening of Roads - Breastwork to Windsor, Moore Town to Cornwall Barracks, Alligator Church Bridge to Bellevue and Fairy Hill to Nonsuch; value: 5981327.94 Currency: JMD; date: 28/04/2026 20:41:00; agency: National Works Agency"
NEW GPC INC,Jamaica,GOJEP Awards,,,,,G0450-Pharmaceutical and Prescription Drugs,,,,,supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9373118,won: Emergency Procurement of Pharmaceuticals #18/26; value: 28050.00 Currency: USD; date: 28/04/2026 18:46:52; agency: National Health Fund
Puerto Rico Pharmaceutical Inc,Jamaica,GOJEP Awards,,,,,G0450-Pharmaceutical and Prescription Drugs,,,,,supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9372984,won: Emergency Procurement of Pharmaceutical #17/26; value: 29284.00 Currency: USD; date: 28/04/2026 18:37:35; agency: National Health Fund
VM CONSTRUCTION AND HAULAGE COMPANY LTD T-A VM CONSTRUCTION AND HAULAGE,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9372827,won: Emergency Works Hurricane Melisaa Reopening of Roads Luana to Tombstone (Holland Village to Middlesex) St Elizabeth; value: 7698730.56 Currency: JMD; date: 28/04/2026 18:25:00; agency: National Works Agency
Lesclar Synergy Construction Company Limited,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9365831,won: Emergency Works Hurricane Melissa Reopening of Roads Chapelton Bypass and Lower Chapelton to Rock River Clarendon; value: 2291068.48 Currency: JMD; date: 28/04/2026 17:05:22; agency: National Works Agency
IRVIN HENRY T/A HENRY'S CENTRAL EQUIPMENT SERVICES,Jamaica,GOJEP Awards,,,,,W0050-Civil Engineering,,,,,construction,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=9371456,"won: Emergency Works Hurricane Melissa Reopening of Roads Barretts Gap, St. Thomas Eastern; value: 1337325.28 Currency: JMD; date: 28/04/2026 16:44:25; agency: National Works Agency"
CEAC Outsourcing Company Limited,Jamaica,GOJEP Awards,,,,,S0390-Marine Services,,,,,,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=5400868,won: Provision of Labour for Terminal Operations and Bunkering for Three (3) Months July to September 2024; value: 11986504.74 Currency: JMD; date: 28/04/2026 15:37:50; agency: Petrojam Limited
Solares Florida Corporation,Jamaica,GOJEP Awards,,,,,G0210-General Supplies,,,,,supply,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=5384824,won: Procurement of TRV's; value: 9316.00 Currency: USD; date: 28/04/2026 14:06:09; agency: Petrojam Limited
Cares Medical Equipment and Supplies Limited,Jamaica,GOJEP Awards,,,,,"G0350-Medical, Equipment and Supplies",,,,,supply;healthcare,https://www.gojep.gov.jm/epps/cft/prepareViewCfTWS.do?resourceId=8683104,won: To Supply and Deliver Central Venous Catheters; value: 1734800.00 Currency: JMD; date: 28/04/2026 00:00:00; agency: Bustamante Hospital for Children
